Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
chemical-dosing-tank-with-bunding-available-in-50l-100l-and-200l,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2022/05/tank2.gif,3,"Chemical Dosing Tank with Bunding – Available in 50L, 100L, and 200L",,,,
chemical-dosing-tank-with-bunding-available-in-50l-100l-and-200l,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2022/05/bund1.jpg,4,"Chemical Dosing Tank with Bunding – Available in 50L, 100L, and 200L",,,,
shower-filter-15-stages-includes-extra-cartridge,Shower Filter | 15 Stages | Includes Extra Cartridge,"<p>## Why filter your shower water?</p><p>When chlorinated mains water hits hot shower air, a meaningful portion of that chlorine vapourises into the steam you&#x27;re breathing — making shower exposure a significant route of chlorine intake on top of what hits your skin and hair directly. For people with sensitive skin, eczema, dry scalp, chlorine sensitivity, or just anyone who wants a noticeably better shower, this filter makes a real difference.</p><p>## Fifteen stages of filtration in one cartridge</p><p>The cartridge combines three complementary media in a multi-stage configuration:</p><ul><li><strong>KDF-55 (Kinetic Degradation Fluxion media):</strong> A copper-zinc alloy that converts free chlorine into a harmless chloride form via redox reaction. Effective at the high temperatures of a shower, where carbon-only filters lose efficiency.</li><li><strong>Calcium sulphite:</strong> Specifically targets chloramine — the chlorine compound increasingly used in Australian municipal water that standard carbon filters struggle with.</li><li><strong>Activated carbon:</strong> Polishes the water, captures organics, and removes any residual taste or odour compounds.</li></ul><p>Together they reduce chlorine, chloramines, heavy metals (lead, mercury, nickel, chromium), pesticides, and inhibit the growth of mould, algae, and fungi within the filter housing itself.</p><p>## Skin and hair benefits</p><p>Customers with sensitive skin typically notice the difference within 2-3 weeks. Common reports: reduced eczema flare-ups, less itching after showering, less dry scalp and dandruff, and visibly softer hair that holds colour treatments longer. It won&#x27;t fix every skin condition, but for chlorine-sensitive users it consistently improves shower experience.</p><p>## Specifications</p><ul><li><strong>Filter media:</strong> KDF-55 + Calcium Sulphite + Activated Carbon</li><li><strong>Filtration stages:</strong> 15</li><li><strong>Housing material:</strong> ABS plastic</li><li><strong>Dimensions:</strong> 117 mm × 85 mm</li><li><strong>Inlet/outlet:</strong> 1/2&quot; BSP universal Australian shower thread</li><li><strong>Cartridge lifespan:</strong> 4-6 months typical use (longer for low-use households)</li><li><strong>Compatible with:</strong> Fixed showers, hand-held showers, and rainfall heads</li></ul><p>## Installation — genuinely DIY</p><p>Unscrew your existing shower head from the wall arm. Screw the filter onto the wall arm. Screw your shower head onto the filter outlet. Two minutes, no plumber, no tools beyond hand-tightening (and Teflon tape if you want a paranoid-tight seal).</p><p>## What&#x27;s in the box</p><p>1× shower filter housing, 1× installed cartridge, 1× spare replacement cartridge — enough for 8-12 months of filtered showering before you need to reorder.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-4198,0,shopify,10,deny,manual,39.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2022/05/shower-filter.png,1,Shower Filter | 15 Stages | Includes Extra Cartridge,FALSE,15-Stage Shower Filter (with Spare Cartridge) | Enviro Aqua,"Reduces chlorine, chloramines, heavy metals & odours from shower water. KDF-55 + carbon + calcium sulphite. Universal 1/2"" fitting, DIY install.",active
shower-filter-15-stages-includes-extra-cartridge,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2022/05/shower1.jpg,2,Shower Filter | 15 Stages | Includes Extra Cartridge,,,,
shower-filter-15-stages-includes-extra-cartridge,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2022/05/shower6.jpg,3,Shower Filter | 15 Stages | Includes Extra Cartridge,,,,
shower-filter-15-stages-includes-extra-cartridge,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2022/05/shower4.jpg,4,Shower Filter | 15 Stages | Includes Extra Cartridge,,,,
shower-filter-15-stages-includes-extra-cartridge,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2022/05/shower3.jpg,5,Shower Filter | 15 Stages | Includes Extra Cartridge,,,,
4-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system,4 Stages Whole House Water Filter and UV Ultraviolet Sterilization System,"<p>4 Stages 20&quot; x 4.5&quot; Big Blue Whole House Water Filter and UV Sterilization System</p><p>Water Filter System</p><p>Instantly improve the water quality in your home or business with this whole house water filer system. This filter fits easily into your house, kitchen, or industrial tank. The 20” X 4.5” twin water filter system also comes with filter cartridges and is ready to go, out of the box and give you and your family clean, pure water 24/7 .</p><p>This premium 4Stages water filter system features:</p><p>•  Durable housing, built to withstand wear and tare</p><ul><li>White coated metal frame for extra support</li></ul><ul><li>1” inlet and outlet</li></ul><ul><li>5-micron quality UDF</li></ul><ul><li>5-micron poly sediment filter</li></ul><ul><li>5-micron quality coconut carbon block</li></ul><ul><li>Water filter housing plastic spanner</li></ul><p>Stainless Steel 40Watt UV Ultraviolet Unit</p><p>Approx. dimensions are</p><p>Water Filter</p><ul><li>Width 57 cm</li><li>Depth 23 cm</li><li>Height 75 cm</li></ul><p>UV Unit Dimensions:</p><p>92 cm Long</p><p>9cm High</p><p>With this whole house water filer system there is no need for a separate faucet for drinking water. You can cook or drink with the water directly out of your tap. This item ships from Sydney and is usually dispatched the next day.</p><p>NOTE: Postage to main cities only. Rural, remote areas, WA,NT,SA, and Tasmania, please contact us before you buy.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-4233,0,shopify,10,deny,manual,1499.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2023/03/3-BB-UV.avif,1,4 Stages Whole House Water Filter and UV Ultraviolet Sterilization System,FALSE,4 Stages Whole House Water Filter and UV | Enviro Aqua,"Reduces chlorine, chloramines, heavy metals & odours from shower water. KDF-55 + carbon + calcium sulphite. Universal 1/2"" fitting, DIY install.",active
4-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2023/03/3-BB-UV.avif,2,4 Stages Whole House Water Filter and UV Ultraviolet Sterilization System,,,,
4-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2023/03/3-Stages-BB.jpg,3,4 Stages Whole House Water Filter and UV Ultraviolet Sterilization System,,,,
big-blue-whole-house-water-filter-and-uv-ultraviolet-sterilization-system,Big Blue Whole House Water Filter and UV Ultraviolet Sterilization System,"<p>## When you need filtration AND sterilisation</p><p>Standard whole-house filters handle physical contaminants (sediment, rust, particles) and chemical contaminants (chlorine, taste, odour) — but they don&#x27;t kill bacteria. For most properties on chlorinated mains supply, that&#x27;s fine: the chlorine in the supply has already done the disinfection work.</p><p>But for properties on <strong>tank water, bore water, or any unchlorinated source</strong> — and increasingly for properties where mains chlorine levels are inconsistent — you need both filtration *and* biological sterilisation. UV is the cleanest way to sterilise: no chemicals added, no taste residue, no maintenance beyond an annual lamp replacement.</p><p>## How the three stages work together</p><p><strong>Stage 1: 5-micron polypropylene sediment filter</strong> — Captures sand, dirt, rust, and suspended particles before they reach the more expensive downstream stages. First-line protection for the whole system.</p><p><strong>Stage 2: 5-micron coconut carbon block</strong> — Reduces chlorine, taste, odour, and a wide range of organic contaminants. Coconut-shell carbon is preferred over coal-based carbon for its higher surface area and lower silica leaching.</p><p><strong>Stage 3: 55W UV steriliser</strong> — Destroys 99.9999% of bacteria, viruses, Cryptosporidium, Giardia, and other micro-organisms. The Philips lamp is the industry standard for UV-C output reliability.</p><p>Critically, UV sterilisation <strong>must be the final stage</strong> — UV doesn&#x27;t penetrate cloudy water, so sediment must be removed first. This system has the staging right.</p><p>## Why Big Blue housings matter</p><p>20&quot; × 4.5&quot; Big Blue housings are the high-flow standard for whole-house filtration. Compared to 10&quot; × 2.5&quot; under-sink size:</p><ul><li><strong>5-8× more filter surface area</strong> = lower pressure drop, higher flow rate</li><li><strong>5-8× longer cartridge life</strong> = annual changes instead of quarterly</li><li><strong>Better for high-demand households</strong> = no pressure loss when multiple taps run</li></ul><p>For a typical 4-person family on city water, expect 12+ months between cartridge changes. Tank-water households should check more frequently in summer when sediment loads peak.</p><p>## What&#x27;s included</p><ul><li>2× 20&quot; × 4.5&quot; Big Blue housings (sediment + carbon stages)</li><li>55W UV steriliser unit (304 stainless steel housing)</li><li>Philips quality 2-pin UV lamp (pre-installed)</li><li>220-240V to 12V electronic ballast</li><li>White-coated metal mounting frame for whole assembly</li><li>5-micron polypropylene sediment filter (pre-installed)</li><li>5-micron coconut carbon block filter (pre-installed)</li><li>Built-in pressure release valve</li><li>Plastic housing spanner</li><li>Mounting brackets for UV unit</li><li>Quartz transmission tube for UV lamp</li></ul><p>## Specifications</p><ul><li><strong>Stages:</strong> 3 (sediment + carbon + UV)</li><li><strong>Housing size:</strong> 20&quot; × 4.5&quot; (Big Blue)</li><li><strong>Housing material:</strong> Reinforced polypropylene with metal frame</li><li><strong>Inlet/outlet:</strong> 1&quot; BSP</li><li><strong>UV lamp wattage:</strong> 55W (Philips)</li><li><strong>UV housing:</strong> 304-grade stainless steel</li><li><strong>UV inlet/outlet:</strong> 3/4&quot; BSP male</li><li><strong>Power:</strong> 220-240V mains (with 12V ballast for UV)</li><li><strong>Approx dimensions:</strong> 58cm wide × 25cm deep × 77cm high</li></ul><p>## Installation</p><p>Installation must be carried out by a licensed plumber and electrician (plumber for the water connections, electrician for the UV unit&#x27;s permanent power connection). Allow 2-3 hours for full installation including bypass valve, mounting, and commissioning. The UV lamp should be replaced annually for full sterilisation efficacy.</p><p>## Suitable for</p><ul><li>Properties on tank water (all rainwater installations)</li><li>Properties on bore water</li><li>Rural properties on creek/river supply</li><li>City properties wanting redundant biological protection</li><li>Anywhere with immunocompromised occupants</li><li>Commercial premises (offices, gyms, food prep) wanting verified water safety</li></ul>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-4314,0,shopify,10,deny,manual,499.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/02/3-Stages-BB-UV.jpg,1,Big Blue Whole House Water Filter and UV Ultraviolet Sterilization System,FALSE,3-Stage Big Blue Whole-House Filter + UV | Enviro Aqua AU,"Big Blue 20"" whole-house filter with 55W Philips UV steriliser. Sediment + carbon + UV. Kills 99.99% of bacteria. Ideal for tank water.",active
20-x-25-whole-house-water-filter-replacement-sediment-carbon-gac-cartridges,"20"" x 2.5"" Whole House Water Filter Replacement sediment, carbon, GAC Cartridges","<p>Coconut activated carbon block (CTO) cartridge that reduces chlorine, taste, odour, and a wide range of organic compounds from your water supply. Compatible with standard housings used across major water filter brands.</p><p>Replacement frequency depends on your water quality and usage. Most household applications see 6 to 12 months of service life from each cartridge, though high-sediment water or high-flow households may require more frequent changes. Signs that it&#x27;s time to replace include: reduced flow rate, return of chlorine taste or odour, or visible discolouration of the cartridge. Always flush new cartridges before drinking the first batch of water.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-4335,0,shopify,10,deny,manual,79.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/03/5-Stages-Set.jpg,1,"20"" x 2.5"" Whole House Water Filter Replacement sediment, carbon, GAC Cartridges",FALSE,"20"" x 2.5"" Whole House Water Filter | Enviro Aqua","Big Blue 20"" whole-house filter with 55W Philips UV steriliser. Sediment + carbon + UV. Kills 99.99% of bacteria. Ideal for tank water.",active
50psi-pressure-limiting-protection-dual-check-valve-quick-connect-water-filter-r,"50Psi Pressure Limiting Protection Dual Check Valve - Quick Connect Water Filter Regulation in 3/8"" or 1'4""","<p>Protect your water filtration system with this pressure-limiting dual check valve, available in 3/8&quot; and 1/4&quot; OD options. Designed to limit pressure to 50 PSI, this valve prevents damage caused by surges and ensures the safety of your reverse osmosis (RO) or other water systems. Its dual check function adds an extra layer of protection, preventing backflow and contamination. This easy to install, quick connect valve, is ideal for under-sink filters, ensuring reliable and consistent water flow while safeguarding your equipment.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-4387,0,shopify,10,deny,manual,0.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/07/pressure_limiting_valve.jpg,1,"50Psi Pressure Limiting Protection Dual Check Valve - Quick Connect Water Filter Regulation in 3/8"" or 1'4""",FALSE,50Psi Pressure Limiting Protection Dual Check | Enviro Aqua,"Coconut activated carbon block (CTO) cartridge that reduces chlorine, taste, odour, and a wide range of organic compounds from your water supply.",active
smart-led-bathroom-mirror-oval,Smart LED Bathroom Mirror - Oval,"<p>Smart LED bathroom mirror with integrated lighting — ideal for grooming, applying makeup, and elevating the look of contemporary bathrooms.</p><p>Quality bathroom vanities balance functional storage with finish-quality cabinetry. PVC and engineered wood constructions resist moisture damage in humid bathroom environments. Stone, ceramic, and composite basin tops provide a range of price points and aesthetic options for renovations and new installations.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4583,0,shopify,10,deny,manual,0.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/1.png,1,Smart LED Bathroom Mirror - Oval,FALSE,Smart LED Bathroom Mirror - Oval | Enviro Aqua,"Protect your water filtration system with this pressure-limiting dual check valve, available in 3/8"" and 1/4"" OD options.",active
smart-led-bathroom-mirror-oval,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/2.png,2,Smart LED Bathroom Mirror - Oval,,,,
smart-led-bathroom-mirror-circle,Smart LED Bathroom Mirror - Circle,"<p>Smart LED bathroom mirror with integrated lighting — ideal for grooming, applying makeup, and elevating the look of contemporary bathrooms.</p><p>Quality bathroom vanities balance functional storage with finish-quality cabinetry. PVC and engineered wood constructions resist moisture damage in humid bathroom environments. Stone, ceramic, and composite basin tops provide a range of price points and aesthetic options for renovations and new installations.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4590,0,shopify,10,deny,manual,99.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/circle_mirror.png,1,Smart LED Bathroom Mirror - Circle,FALSE,Smart LED Bathroom Mirror - Circle | Enviro Aqua,"Smart LED bathroom mirror with integrated lighting — ideal for grooming, applying makeup, and elevating the look of contemporary bathrooms.",active
bathroom-water-saving-round-shower-set-round-rainfall-head-shower-wels-watermark,Bathroom water saving round shower set round rainfall head shower WELS WaterMark,"<p>Quality shower fixture for contemporary bathroom installations. WELS rated where applicable for water efficiency.</p><p>Quality shower fixtures combine performance (flow rate, pressure tolerance) with aesthetics. WELS-rated heads deliver acceptable flow at reduced water consumption — important for both water bills and environmental considerations. Tile-insert grates provide a clean, modern aesthetic in tiled showers.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4595,0,shopify,10,deny,manual,295.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/shower.png,1,Bathroom water saving round shower set round rainfall head shower WELS WaterMark,FALSE,Bathroom water saving round shower set round | Enviro Aqua,"Smart LED bathroom mirror with integrated lighting — ideal for grooming, applying makeup, and elevating the look of contemporary bathrooms.",active
115mm-square-tile-insert-100mm-waste-outlet-floor-drain-shower-grate,115mm Square Tile Insert 100mm Waste Outlet Floor Drain Shower Grate,"<p>Quality bathroom drain with tile-insert design — sits flush in tiled floors for a clean, modern finish.</p><p>Quality shower fixtures combine performance (flow rate, pressure tolerance) with aesthetics. WELS-rated heads deliver acceptable flow at reduced water consumption — important for both water bills and environmental considerations. Tile-insert grates provide a clean, modern aesthetic in tiled showers.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4598,0,shopify,10,deny,manual,52.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/1-1.png,1,115mm Square Tile Insert 100mm Waste Outlet Floor Drain Shower Grate,FALSE,115mm Square Tile Insert 100mm Waste Outlet | Enviro Aqua,Quality shower fixture for contemporary bathroom installations. WELS rated where applicable for water efficiency.,active
115mm-square-tile-insert-100mm-waste-outlet-floor-drain-shower-grate,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/2-1.png,2,115mm Square Tile Insert 100mm Waste Outlet Floor Drain Shower Grate,,,,
bathroom-wall-basin-sink-shower-mixer-tap-faucet-round-chrome-bath-spout-wels,Bathroom Wall Basin Sink Shower Mixer Tap Faucet Round Chrome Bath Spout WELS,"<p>Quality bathroom mixer with WELS rating for water efficiency. Suitable for residential bathroom and ensuite installations across Australia. Polished chrome finish resistant to tarnishing and easy to clean.</p><p>WELS-rated bathroom mixers help reduce household water consumption — a key consideration in Australian climates and water-restricted regions. Quality polished chrome finishes resist tarnishing, mineral staining, and everyday wear. Suitable for residential bathroom basin installations across Australia.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4603,0,shopify,10,deny,manual,58.50,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/wall_basin_tap_1.png,1,Bathroom Wall Basin Sink Shower Mixer Tap Faucet Round Chrome Bath Spout WELS,FALSE,Bathroom Wall Basin Sink Shower Mixer Tap | Enviro Aqua,"Quality bathroom drain with tile-insert design — sits flush in tiled floors for a clean, modern finish.",active
bathroom-wall-basin-sink-shower-mixer-tap-faucet-round-chrome-bath-spout-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/wall_basin_tap_2.png,2,Bathroom Wall Basin Sink Shower Mixer Tap Faucet Round Chrome Bath Spout WELS,,,,
back-to-wall-rimless-dual-flush-ceramic-toilet-suite-soft-close-seat-p-trap-wels,Back to Wall Rimless Dual Flush Ceramic Toilet Suite Soft Close Seat P Trap WELS,"<p>WaterMark certified, WELS rated toilet suite designed for full compliance with Australian plumbing standards (AS/NZS 6400). Rimless bowl design eliminates the traditional flush rim — easier to clean, more hygienic, and a modern aesthetic that suits contemporary bathroom designs. Soft-close seat included. Back-to-wall design conceals plumbing and waste connections for a streamlined appearance. Suitable for residential and commercial installations throughout Australia.</p><p>WaterMark certification under AS/NZS 6400 is mandatory for any toilet installed in Australia — without it, the installation is non-compliant and may not be passed by certifying plumbers. WELS ratings indicate water efficiency: modern dual-flush toilets typically use 3 litres for a half flush and 4.5 to 6 litres for a full flush, dramatically lower than older single-flush models that used 11+ litres per flush.</p><p>Rimless designs are an increasingly popular hygiene upgrade — without the traditional rim, there&#x27;s nowhere for bacteria, mineral deposits, and limescale to hide. Cleaning is faster, and the bowl stays cleaner between cleans.</p><p>Installation must be carried out by a licensed plumber as required by Australian plumbing regulations. Allow 1 to 2 hours for installation including waste connection, water supply, and final commissioning.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4608,0,shopify,10,deny,manual,265.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/toilet-1.png,1,Back to Wall Rimless Dual Flush Ceramic Toilet Suite Soft Close Seat P Trap WELS,FALSE,Back to Wall Rimless Dual Flush | WaterMark | Enviro Aqua,Quality bathroom mixer with WELS rating for water efficiency. Suitable for residential bathroom and ensuite installations across Australia.,active
back-to-wall-rimless-dual-flush-ceramic-toilet-suite-soft-close-seat-p-trap-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/toilet-2.png,2,Back to Wall Rimless Dual Flush Ceramic Toilet Suite Soft Close Seat P Trap WELS,,,,
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,"<p>WaterMark certified, WELS rated toilet suite designed for full compliance with Australian plumbing standards (AS/NZS 6400). Rimless bowl design eliminates the traditional flush rim — easier to clean, more hygienic, and a modern aesthetic that suits contemporary bathroom designs. In-wall concealed cistern delivers a clean, modern look with the cistern hidden behind the wall. Suitable for residential and commercial installations throughout Australia.</p><p>WaterMark certification under AS/NZS 6400 is mandatory for any toilet installed in Australia — without it, the installation is non-compliant and may not be passed by certifying plumbers. WELS ratings indicate water efficiency: modern dual-flush toilets typically use 3 litres for a half flush and 4.5 to 6 litres for a full flush, dramatically lower than older single-flush models that used 11+ litres per flush.</p><p>Rimless designs are an increasingly popular hygiene upgrade — without the traditional rim, there&#x27;s nowhere for bacteria, mineral deposits, and limescale to hide. Cleaning is faster, and the bowl stays cleaner between cleans.</p><p>Installation must be carried out by a licensed plumber as required by Australian plumbing regulations. Allow 1 to 2 hours for installation including waste connection, water supply, and final commissioning.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4613,0,shopify,10,deny,manual,395.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall-2.png,1,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,FALSE,In Wall Concealed Cistern Toilet | WaterMark | Enviro Aqua,"WaterMark certified, WELS rated toilet suite designed for full compliance with Australian plumbing standards (AS/NZS 6400).",active
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall.png,2,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,,,,
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall-6.png,3,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,,,,
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall-5.png,4,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,,,,
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall-4.png,5,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,,,,
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall-3.png,6,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,,,,
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall-2.png,7,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,,,,
in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/in-wall-1.png,8,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,,,,
